ID_PARCEL
7243144
1653
20221
21403
21404
26372
28383
48383
5844888
65396
10010601
10010626
91688
102583
10010695
121706
127196
136400
10010757
156887
159281
159397
168172
10010838
180300
5067017
191467
195982
203440
209134
10010966
222438
226917
238455
266126
294339
312756
317518
328388
347776
349917
2761755
9113436
363076
365320
371243
377235
10011368
380615
382524
10011391
388345
392918
394758
397796
451976
1878991
479440
479506
492901
497067
520605
9216306
2335223
530302
533433
538686
585903
611066
613333
618161
633080
645738
10012110
677243
513608
689824
707832
713299
724725
728716
729883
729962
732061
7392446
734990
749083
792446
796451
9813672
10012446
821260
821741
3631404
822854
823753
836136
10012501
838825
854219
864001
870046
870363
871364
879595
881195
882534
1976898
899002
906883
10012723
951307
954665
965003
971731
991096
997479
1007709
1017594
1023868
1024632
1024653
1028711
1033784
1042083
4968243
1057572
1061826
10013132
1093214
1102571
1106650
1117877
1127328
1159632
1171801
1174099
1179990
1183114
1190034
1212098
1225536
1238250
1242620
1259198
1277711
1280486
1281128
1283697
1296335
1297645
1300471
6155487
1308534
1309145
4877372
1325565
1336958
1349805
1349943
1411334
1411642
1418385
1421760
1449133
1450031
1454114
3278155
1477219
1477478
1482835
1484383
1491579
1007315
1511183
1513960
1518675
1522143
1543097
1546941
1549056
429999
10014324
1576394
1585035
1599148
1600035
10014406
1619329
8854916
1623262
1624173
1630381
7230604
1634385
1653483
1655154
1662923
1665948
1680611
1691445
1693854
1700909
1704742
1719500
1755669
8911575
1813179
1925546
10014944
1841474
1853155
1862380
1869160
1895268
10015163
1900716
1903789
1905957
1919042
1925709
1934180
1944110
1948212
1956301
1959805
10015343
1968921
1973214
1978994
1985156
1995336
2014478
10015520
10015543
2037229
2049436
10015603
2062890
2073785
2082719
2086945
2091170
2093838
2098238
2100328
10015733
2119747
2122701
10015816
2515037
2161222
10015897
10015975
2203972
2212351
2220547
670521
2237800
2268823
2268993
2274622
2282943
3384551
2286770
2286892
2288047
2289867
10016236
2314742
2324285
2352907
2352912
2353303
10016402
2362082
2377561
2401019
2403088
2420798
2421014
2422103
2434710
2444142
2455629
2473469
2484575
2488568
2491318
10016788
2525588
10016834
2531566
2537496
2546326
2547757
2554466
2554877
2572538
2575385
2579175
2598801
5491027
2615358
2616577
10017067
2619637
2620769
1987029
2632464
2653199
2657300
2659328
10017179
2669458
2679951
2686800
2697056
2704579
2714693
5402938
2722664
2742913
2769359
10017435
2798453
2801141
10017511
6291981
2819917
2828514
2834957
10017593
2851275
2887636
2888127
2893714
2897890
2901888
2903865
2906621
2916099
2925804
10017819
2932940
2933803
2934296
2944849
8754716
2977328
2987127
2761727
2994283
2994586
3002955
3003440
3018431
3032220
3032313
3041793
3049620
3053005
3065798
3072645
3097970
7266529
3108735
3109392
3152513
3162575
3162678
10018483
3200048
10018535
3217653
3218639
3251125
3259310
3259594
3277067
10018711
3303820
3307074
3357683
10018893
3361225
3361351
3379606
3384506
3392346
10019024
1478485
3452890
3453533
3468204
3470263
3480814
10019273
10019305
3517394
3520257
3521257
3544768
3554206
3568271
3570134
3579087
3586909
3602956
7384386
3612827
3615675
3628141
3637883
10019631
10019638
3649185
3655123
3659772
3676661
3678531
10019766
3707930
3709975
3712763
10019829
10019838
3730900
3731278
3757309
10019926
10019931
3769853
3773196
3774261
3791321
3795224
3803937
10020049
3812348
3816952
3818879
3823054
3825338
3828844
10020101
3840331
3118586
3875827
3889967
3895189
3895876
3924841
3927340
3929499
3951763
3953061
3956899
3968759
3969912
4002618
10020516
4016801
4016992
4017813
4017814
4019299
4043936
4054856
1560147
10020653
4059846
10020665
4070823
4083834
10020754
4099660
4103493
4114162
4117188
4123625
4127766
4129495
4131328
4141643
8222136
4151454
4158581
4185040
4197071
10021021
4231927
4235069
4242259
4243727
4255269
4263114
10021199
4278408
4281835
4285565
4295017
4301796
4313881
4316487
4320530
4331415
4332124
4339392
4358430
2275082
10021452
4366042
4370110
4374627
4376365
4377436
4776365
4388501
4388643
10021531
4399050
10021537
4401249
4401250
4412094
4415466
4428440
4430823
4453860
10021707
4469711
4496478
4497378
4500064
4510167
4529380
4531809
4532823
10021890
10021891
4563726
4576531
10022015
4595866
4605643
4674762
4682458
4688143
4690020
4691102
4694408
4712995
4715359
4747128
4748762
10022391
4767787
10022498
10022520
4816007
4818357
4818603
4825276
4826176
4827779
4829942
4847992
10022631
4861927
4867041
4875012
8023055
10022711
4888408
4894884
4900888
4905448
4911692
4858984
10022809
4930023
4936782
4943014
4947393
4958811
4970347
4991282
5000749
5002766
5015825
5019102
5021675
5042533
5043842
5062382
5065778
5067431
5079379
5082398
5089945
5091035
5096246
5097385
5113591
5122387
3764733
5130605
5134445
5135752
5138497
5142198
10023328
5158827
5161632
5166407
5182999
5187026
5202460
5204395
5222670
10023560
5244128
5248279
10023611
8210542
5266584
5270161
5271558
5273140
5281848
5304522
5310153
2229346
5342075
5346041
5348690
5349476
9735742
5356487
5357628
5373960
5375763
5395263
5409849
5422241
3357804
5424973
5432519
5449544
5452648
6999592
5458287
5474088
5490487
5496992
5498418
5523627
5529121
5537706
5549116
5559515
5567750
10024436
5596687
10024519
5617447
5618599
5619910
5623067
5626249
5635629
5635933
5638349
5639301
5639996
5642728
5649379
5652485
5657101
5658316
5658393
5664674
5669476
5674754
10024790
5707020
8089421
5722297
5767606
5773912
5778227
5778686
5780201
10024976
5794269
10025049
5844963
5846332
5846435
5883730
5886808
5888578
5892777
5899046
5904089
5907431
10025313
5916857
5920663
5932966
5948899
5951651
5964237
5978944
5982342
5984628
5986501
5992075
5995707
6001490
10025566
6018164
6028841
6039555
4198538
6042242
6055223
6063427
6064607
6065025
6105648
10025865
6114969
6115531
6118093
6122282
10025924
6154537
6157968
6159164
6168081
6172854
10026056
6222631
6228092
6229496
6242809
6256062
6261924
6265076
6287454
6291447
6299256
6308775
6308806
10026371
6325159
6332766
5290138
6359865
6372818
6384423
6396501
6401015
6402891
10026577
6419229
10026597
6424995
6440035
6442102
6444133
6445167
4898934
6457118
6461141
10026728
6476179
6488748
6515517
10026907
10026939
6563516
6569373
6593503
6594008
3175763
6608401
6611066
6616002
6631515
10027193
6661726
10027198
6665494
10027207
6667276
6673288
6695465
6710272
6713675
7873860
6719299
8476548
6724409
6727396
6733305
6749162
6761535
6768306
6769464
6773403
7633725
5147643
6789961
10027516
6794526
6795145
6803839
6805914
6808699
6827980
6829145
6842412
6846922
6856935
10027695
6868631
6872559
6874965
6883642
6904562
6908141
10027835
6922895
6923615
6928125
6993439
6996663
6999300
7003572
2824578
7008278
10028070
7020701
7020729
10028099
7036444
7039652
7062921
7066156
7087186
7108119
7110086
7112483
10028349
7140965
8658502
7142991
7149040
7156561
3365032
7165732
7176378
10028490
7183417
7204818
