epoch,lr,train_loss,train_group_loss,train_acc,train_recall_macro,train_f1_weighted,train_f1_macro,val_loss,val_group_loss,val_acc,val_recall_macro,val_f1_weighted,val_f1_macro
25.0,0.0005,0.21464809101271257,0.0,0.7376062188012041,0.6497007576107958,0.7390240600664849,0.585762747169983,0.3238129754478801,0.0,0.6951564352823132,0.3409512792829372,0.7018696700580538,0.30454423546012405
26.0,0.0005,0.2106303264927547,0.0,0.7383810285917515,0.6518814567424822,0.7401391519374834,0.5876757798245262,0.3302136834200788,0.0,0.7017239806622275,0.3378208754779912,0.7044922841428881,0.2810176203246759
27.0,0.0005,0.2069633652603772,0.0,0.7414167587547156,0.657182676473862,0.7425992156836453,0.5953501563837743,0.3314758481922174,0.0,0.6739943446137007,0.3198179147286998,0.6869650487572574,0.2835615562598728
28.0,0.00025,0.1925553477977201,0.0,0.7511209338363246,0.6865285431616441,0.7520173919598999,0.62330591675675,0.32826827452216045,0.0,0.6984402079722704,0.33854094268324225,0.7035694822809699,0.2949343582281058
29.0,0.00025,0.18768689141613779,0.0,0.7545631215943299,0.6976990391359739,0.7550875357758686,0.6369692975648531,0.3354495308602105,0.0,0.6992611511447596,0.34645397576691195,0.7073847861885533,0.28682622135884683
30.0,0.00025,0.18504538898746384,0.0,0.7529499930140101,0.699871994302449,0.7538477944727289,0.6359199667167433,0.3363300034064267,0.0,0.7034570829152604,0.3445728431556846,0.7096156350568628,0.29642035216177864
31.0,0.00025,0.18286647169235362,0.0,0.756239759173875,0.7032830276769259,0.75744755814463,0.6424284438259205,0.33672682240824187,0.0,0.713125969169023,0.34883501734764055,0.7129499321403449,0.29340296096066304
32.0,0.00025,0.18052620350495757,0.0,0.7557697925796085,0.7116408218123722,0.7567512260526497,0.6510175292690854,0.3470413038507274,0.0,0.7079266624099243,0.31587538842064417,0.7083216732720354,0.27594672337847925
33.0,0.00025,0.1792298152379018,0.0,0.7557189853802284,0.7063886805085987,0.7567265635583356,0.6446623810964732,0.3573018798050214,0.0,0.7089300373985223,0.35069834595511823,0.7115131925210935,0.3017795206395731
34.0,0.0001,0.22025411570950698,0.0,0.7445032961170598,0.680860002548642,0.7450403052212208,0.621694681243413,0.3133954644083574,0.0,0.6921463103165192,0.34369745696690224,0.70160636283479,0.2737011212804065
35.0,0.0001,0.2108840010735164,0.0,0.74624344269583,0.7001718268662066,0.7466102751262724,0.6355755205285245,0.3188158882356936,0.0,0.6945179239259327,0.33424793325926927,0.702322175281281,0.28299854243979145
36.0,0.0001,0.20690250835748647,0.0,0.7465228822924208,0.7008036954578534,0.7473123889383706,0.6349540773386064,0.31612172197340876,0.0,0.7046428897199671,0.3580558750730844,0.7088777110634983,0.3043635895346481
37.0,0.0001,0.2021097011328452,0.0,0.7517433220287315,0.7008576441821958,0.752023773683893,0.6391169300217949,0.32290860793347625,0.0,0.7009030374897383,0.35582576170452357,0.7051395306856981,0.30313446331193517
38.0,0.0001,0.1988730016768317,0.0,0.7504858438440727,0.7105920835532138,0.7513130877566416,0.6469498440652217,0.3278499745049312,0.0,0.6998084465930858,0.34588966569876206,0.7048551351732898,0.2872122344432641
39.0,0.0001,0.19933537538970192,0.0,0.7493680854577094,0.7110650957224469,0.7499193847961266,0.6450344817830641,0.33181786644820865,0.0,0.7026361397427712,0.35097111801436925,0.7087051765235229,0.2860656358590189
40.0,0.0001,0.19625822175013802,0.0,0.7514130752327605,0.7156123851842222,0.7519795979473718,0.6521018322868899,0.334846906287168,0.0,0.6976192647997811,0.3333060682367957,0.7040684858581705,0.2708190612871767
41.0,0.0001,0.194450657545455,0.0,0.7526451498177291,0.7161599522708465,0.7531970487949013,0.6496071274401274,0.3343605250813367,0.0,0.702088844294445,0.33874648574903354,0.7073380644195664,0.2829692721558131
42.0,0.0001,0.188865835759074,0.0,0.7553506331847223,0.7256729210297294,0.755919707091659,0.6620217867282288,0.3388030210039775,0.0,0.7006293897655751,0.33171449784600227,0.7066498788093697,0.2871813972025171
