date,tile,ID_PARCEL,ndvi_mean,ndvi_median,px_count,cloud_scene
2023-03-16,31TDJ,4131328,0.28889954608419666,0.2898251712322235,46,0.000619
2023-03-16,31TDJ,4141643,0.2288525596497551,0.2214258760213852,63,0.000619
2023-03-16,31TDJ,4158581,0.16937335087702823,0.1449354588985443,130,0.000619
2023-03-16,31TDJ,4185040,0.1495956367170307,0.13659942150115967,71,0.000619
2023-03-16,31TDJ,4242259,0.3042523376923755,0.3019525706768036,133,0.000619
2023-03-16,31TDJ,4278408,0.15866170278409633,0.15595026314258575,41,0.000619
2023-03-16,31TDJ,4313881,0.4511013412475586,0.5631214380264282,50,0.000619
2023-03-16,31TDJ,4331415,0.44042491912841797,0.4532201290130615,10,0.000619
2023-03-16,31TDJ,4369091,0.3131290872891744,0.2804635167121887,3,0.000619
2023-03-16,31TDJ,4370110,0.1437449682326544,0.13222059607505798,126,0.000619
2023-03-16,31TDJ,4374627,0.27744588485130894,0.26127690076828003,52,0.000619
2023-03-16,31TDJ,4377436,0.23098104340689524,0.22398346662521362,28,0.000619
2023-03-16,31TDJ,4388643,0.393427742852105,0.3869875967502594,27,0.000619
2023-03-16,31TDJ,4399050,0.3014365342947153,0.29460135102272034,26,0.000619
2023-03-16,31TDJ,4415466,0.1561263363535811,0.1440931260585785,82,0.000619
2023-03-16,31TDJ,4469711,0.45244333220691213,0.48530372977256775,41,0.000619
2023-03-16,31TDJ,4478493,,,0,0.000619
2023-03-16,31TDJ,4496478,0.25678703520033097,0.25515612959861755,18,0.000619
2023-03-16,31TDJ,4497378,0.29537153244018555,0.29634371399879456,96,0.000619
2023-03-16,31TDJ,4510167,0.25018404044357,0.23984187841415405,102,0.000619
2023-03-16,31TDJ,4531809,0.26490318991921163,0.26641833782196045,55,0.000619
2023-03-16,31TDJ,10021891,0.2355473151573768,0.23618850111961365,130,0.000619
2023-03-16,31TDJ,4563726,0.1780950121311326,0.17643943428993225,772,0.000619
2023-03-16,31TDJ,4576531,0.32107313236076673,0.3174721300601959,167,0.000619
2023-03-16,31TDJ,10022015,0.16423657065943667,0.14321887493133545,228,0.000619
2023-03-16,31TDJ,4595866,0.17688307651253635,0.1681230366230011,129,0.000619
2023-03-16,31TDJ,4605907,0.1953651507695516,0.18091446161270142,6,0.000619
2023-03-16,31TDJ,4608203,0.19387020667394003,0.1953735500574112,3,0.000619
2023-03-16,31TDJ,4684811,0.29904651641845703,0.2966724932193756,5,0.000619
2023-03-16,31TDJ,4688143,0.1983997666990602,0.1914595663547516,77,0.000619
2023-03-16,31TDJ,4691102,0.18567513845053063,0.18454107642173767,166,0.000619
2023-03-16,31TDJ,4095146,0.17363681395848593,0.14858490228652954,3,0.000619
2023-03-16,31TDJ,4748762,0.2192633795359778,0.22234313189983368,63,0.000619
2023-03-16,31TDJ,4753405,0.39585965871810913,0.4037627875804901,4,0.000619
2023-03-16,31TDJ,4775107,0.19307138522466025,0.19621583819389343,3,0.000619
2023-03-16,31TDJ,4791277,0.3242890238761902,0.3242890238761902,2,0.000619
2023-03-16,31TDJ,4847992,0.2909247080485026,0.2846715450286865,81,0.000619
2023-03-16,31TDJ,4861927,0.17342639791554418,0.16268980503082275,87,0.000619
2023-03-16,31TDJ,4875210,0.24268373847007751,0.25604912638664246,4,0.000619
2023-03-16,31TDJ,4888408,0.183212506569038,0.17397788166999817,118,0.000619
2023-03-16,31TDJ,4894884,0.37913280487060547,0.3738250136375427,25,0.000619
2023-03-16,31TDJ,4858984,0.3090491586801957,0.30221518874168396,49,0.000619
2023-03-16,31TDJ,4930023,0.1220052881178513,0.10908548533916473,306,0.000619
2023-03-16,31TDJ,4936782,0.2076312059547469,0.22531236708164215,171,0.000619
2023-03-16,31TDJ,4943014,0.4180398941040039,0.42643794417381287,20,0.000619
2023-03-16,31TDJ,4958811,0.22368903870278217,0.22445017099380493,94,0.000619
2023-03-16,31TDJ,4970347,0.09605516286996695,0.08340179920196533,130,0.000619
2023-03-16,31TDJ,4991282,0.33102938334147136,0.3384491205215454,15,0.000619
2023-03-16,31TDJ,5002766,0.16575348465530962,0.15216585993766785,135,0.000619
2023-03-16,31TDJ,5042533,0.1782690206535249,0.17237679660320282,506,0.000619
2023-03-16,31TDJ,5043842,0.4014021025763618,0.4090564250946045,18,0.000619
